series,pred_full,pred_cuts
96.6,94.72607984388539,96.50340005568599
95.4,96.34854440748603,96.51762570380603
94.6,94.79920405891849,94.96296749176226
94.9,94.14540832247323,94.30864499451566
95.5,94.77584794910834,95.00925812705664
95.6,95.45112988586456,95.71851625411324
95.9,95.39504674539587,95.63641937568553
95.8,95.747861559207,96.00925812705664
95.8,95.52779482515552,95.76358062431446
96.0,95.55885001210922,95.8
97.0,95.81607525600057,96.07283875137108
97.1,97.03365204034787,97.36419375685541
96.7,96.85363685343984,97.13641937568553
96.8,96.31153237405027,96.55432249725784
97.1,96.56283683499115,96.83641937568554
97.3,96.91608825287283,97.20925812705661
97.7,97.08026193826632,97.37283875137108
97.6,97.5302424408246,97.84567750274218
97.7,97.27959623896359,97.56358062431445
98.0,97.43869745888486,97.73641937568554
98.0,97.79167589633356,98.10925812705662
97.5,97.69881238243943,98.0
97.1,97.05886901384645,97.3179031215723
96.9,96.70078614376254,96.95432249725782
96.7,96.56774279183928,96.82716124862893
96.4,96.3730855068407,96.62716124862892
96.3,96.05082656881162,96.29074187294339
96.1,96.01494119449904,96.26358062431446
95.6,95.78927214354256,96.02716124862891
95.2,95.21082343557732,95.41790312157228
94.6,94.8521951671661,95.05432249725784
94.2,94.20734105324154,94.38148374588674
93.2,93.87889175637487,94.05432249725784
92.9,92.72263735165757,92.83580624314459
91.9,92.64503324759966,92.79074187294339
91.3,91.45762511572529,91.53580624314459
89.2,90.99481253067256,91.08148374588674
87.4,88.49116995489301,88.43519311060363
86.9,86.8340950563259,86.74445123766026
85.8,86.74649818460817,86.7179031215723
85.7,85.49340835790473,85.39938686745903
83.8,85.70107722990718,85.66358062431446
83.3,83.30138520762573,83.10803186197471
83.4,83.24624345322496,83.11790312157228
83.2,83.52768118626342,83.43641937568555
82.2,83.23990805345876,83.12716124862892
81.5,82.02168065254948,81.83580624314459
80.3,81.43231570790459,81.2450643702012
78.8,80.110886231734,79.8629674917735
78.2,78.5607618191943,78.25370936471687
78.6,78.25525389982683,77.98148374588676
77.6,78.9500109801828,78.74567750274215
77.9,77.54881729318795,77.23580624314458
77.5,78.23950128671825,78.00925812705664
77.8,77.63638532195266,77.35432249725783
78.3,78.14393224767417,77.90925812705662
78.3,78.69139520540482,78.48209687842771
79.3,78.53936809343719,78.3
79.0,79.81807545669768,79.66419375685541
78.9,79.12717122333704,78.89074187294338
78.7,79.09149814636686,78.86358062431447
79.5,78.86788345415857,78.62716124862892
80.5,79.95416749604264,79.79135500548433
81.3,80.98858146133972,80.86419375685541
81.2,81.70449392304585,81.59135500548433
80.2,81.32965004989283,81.16358062431446
79.6,80.08104038769527,79.83580624314459
79.4,79.62119112374883,79.38148374588674
79.6,79.55051675070399,79.32716124862893
78.3,79.86635356819448,79.67283875137107
77.4,78.14152626096939,77.82654811608796
77.7,77.39100264041728,77.07222561883013
79.1,78.05372215654793,77.80925812705662
79.4,79.75282371316295,79.60987125959757
82.1,79.71043743288499,79.50925812705664
83.2,83.07320395107092,83.0833231435096
84.2,83.65198596017505,83.60061313254097
85.0,84.59441290546282,84.56419375685542
85.3,85.31113099119949,85.29135500548433
85.4,85.44964077671128,85.40925812705662
85.4,85.48595021488521,85.43641937568555
84.6,85.45477075572751,85.4
83.7,84.4311439002605,84.30864499451566
83.3,83.52624802673874,83.37222561883013
83.2,83.29195754116034,83.15432249725784
84.0,83.2889017366931,83.16358062431446
85.5,84.3455735538746,84.29135500548433
86.7,86.02041762152847,86.04629063528311
87.6,87.0960721838395,87.13703250822651
89.0,87.88097798994504,87.92777438116987
88.6,89.39509457050592,89.50987125959757
87.5,88.45271614523448,88.45432249725783
85.4,87.16700352444596,87.09938686745905
86.6,84.82167780077734,84.63519311060364
86.2,87.00049568563591,87.03703250822649
86.6,86.11629646377979,86.05432249725784
88.5,86.73701430702592,86.74567750274215
89.3,88.99078618206546,89.19196813802529
87.1,89.46932460411392,89.59135500548433
87.7,86.45629920369946,86.29877373491809
87.6,87.90027017794657,87.91851625411326
88.8,87.55693208417361,87.56358062431445
89.5,89.14346499933912,89.23703250822649
90.6,89.64649590501739,89.7549356297988
91.2,90.85148013145155,91.00061313254095
91.7,91.2902818973493,91.41851625411326
93.1,91.78543604783083,91.8820968784277
92.6,93.36505653900963,93.60987125959757
92.2,92.2820840161806,92.4179031215723
92.0,91.95785843344572,92.05432249725784
92.7,91.82743860267425,91.92716124862892
92.0,92.7773247991295,92.9549356297988
91.1,91.67791781174621,91.7450643702012
91.4,90.71153091997965,90.77222561883012
91.7,91.39140962340298,91.50925812705664
92.0,91.69076352388257,91.80925812705662
92.3,91.96385697999919,92.10925812705662
92.8,92.23407155439025,92.40925812705662
93.5,92.79482937789805,92.98209687842771
93.1,93.54580398947589,93.7549356297988
92.8,92.81450369030962,92.95432249725782
93.8,92.5478265873149,92.69074187294338
93.4,93.93266549712132,94.16419375685541
92.1,93.10385207809583,93.25432249725785
90.5,91.54749958360928,91.62654811608795
91.2,89.90805673091585,89.91728998903135
90.6,91.28419192930055,91.4549356297988
89.4,90.31333173833669,90.38148374588674
88.3,88.92549026757406,88.96296749177351
84.2,87.93162725247113,87.89938686745904
82.5,82.97037983261946,82.7068055968928
83.2,82.08648250307634,81.88087061334579
82.2,83.41917887067737,83.4549356297988
79.1,81.96043411316845,81.83580624314459
77.8,78.35965651893679,77.9709993537482
78.5,77.59515576423965,77.32654811608796
79.6,78.95310113799125,78.7549356297988
80.4,80.03431592580937,80.00061313254095
78.7,80.82127228073581,80.69135500548434
75.3,78.40610462954872,78.0808706133458
75.3,74.54947241984141,74.06174122669158
74.9,75.5581547612101,75.3
72.7,75.07342956323183,74.75432249725785
74.0,72.34659539945109,71.8987737349181
70.5,74.67915240487909,74.47345188391203
69.6,69.84713768917896,69.22532185100604
69.7,69.80937520305258,69.27222561883012
65.8,70.12434327675601,69.73641937568554
66.2,65.18936990107511,64.37964434826388
66.4,66.84410820631997,66.34567750274218
66.7,67.02514204759338,66.47283875137109
67.2,67.34738470817605,66.80925812705662
67.4,67.86627277764498,67.38209687842772
67.6,68.02976013132937,67.47283875137109
68.2,68.14039358861034,67.67283875137107
67.6,68.87865697861348,68.41851625411326
61.3,67.91680091808158,67.38148374588674
62.7,60.087639376959515,59.00557933181088
62.4,63.81520493891289,63.2098712595976
62.6,62.98760341049682,62.29074187294337
61.9,63.292696199470235,62.67283875137108
60.9,62.301414824742785,61.64506437020121
62.0,61.27069580980789,60.535806243144584
58.5,63.001056933712015,62.400613132540954
58.5,58.194480386694615,57.22532185100605
63.2,59.185918538688924,58.5
68.1,65.2489916141511,64.91171065722045
71.0,70.13348471714542,69.88454940859152
72.6,72.37839435782789,72.0561618948807
73.8,73.46044400175262,73.18271001096866
76.5,74.650590575853,74.23703250822649
90.6,77.61879067483011,77.48332314350962
92.0,94.86768636837046,95.73513197166135
90.4,92.31293531203643,92.50987125959759
88.1,89.8107469517173,89.81728998903134
86.8,87.35562783813442,87.26235435923253
83.1,86.39676301929433,86.32654811608796
80.1,82.01751265159723,81.75248309963496
76.8,79.32093565166956,79.00741872943375
75.7,76.04496830857147,75.59816060237713
78.6,75.65914733491962,75.29938686745905
86.8,79.7544398273273,79.6561618948807
91.1,89.38694689682616,89.7863888062144
96.2,92.34459230615143,92.66603315447827
97.7,97.54313635208163,98.05738815996263
95.7,97.92701665577071,98.24629063528312
94.4,94.8021590557711,94.97161248628919
94.4,93.7445217638697,93.92654811608796
93.9,94.1013879225308,94.4
94.6,93.6495638259273,93.7179031215723
95.5,94.56282486225258,94.85493562979877
96.2,95.56826473811297,95.82777438116987
96.5,96.25573968216726,96.4549356297988
96.4,96.34717119964345,96.60925812705662
96.9,95.98413648970711,96.36358062431447
97.0,96.84764393558328,97.08209687842772
96.8,96.73959439546798,97.03641937568554
97.3,96.53485498455508,96.72716124862892
97.8,97.189554062663,97.4820968784277
97.6,97.70777774426985,97.98209687842771
97.4,97.26552135311685,97.52716124862891
97.7,97.07420533252497,97.32716124862893
97.5,97.56815362314062,97.80925812705662
97.4,97.10893904046577,97.42716124862892
97.5,97.0787993089591,97.36358062431447
97.5,97.24426358798375,97.53641937568554
96.7,97.25770009317021,97.5
96.1,96.14530031514698,96.40864499451567
96.6,95.63375647398003,95.88148374588674
96.6,96.52621732278172,96.78209687842771
96.8,96.35208413697973,96.6
97.0,96.60825547344517,96.87283875137108
96.7,96.80426283958239,97.07283875137108
96.6,96.37073064157886,96.59074187294338
95.9,96.34241983904833,96.56358062431445
95.8,95.41543537786835,95.64506437020121
96.0,95.52580043019782,95.76358062431446
96.7,95.88016568530358,96.07283875137108
97.1,96.62004476318884,96.9549356297988
96.6,96.89176126633703,97.24567750274215
96.6,96.1259702998049,96.4179031215723
96.2,96.404445059488,96.6
95.5,95.78694725106749,96.05432249725784
94.8,95.00139142816387,95.2450643702012
94.1,94.3357068775582,94.5450643702012
93.7,93.48930201154654,93.8450643702012
93.3,93.36614881347475,93.55432249725784
93.3,93.06133779653369,93.15432249725782
92.6,93.06025244352786,93.3
91.6,92.07638070278017,92.3450643702012
90.8,91.13367424638106,91.23580624314458
90.1,90.4949186006543,90.50864499451566
89.0,89.83095348037519,89.8450643702012
88.0,88.62269433377281,88.59938686745905
87.7,87.54817832044525,87.63580624314459
87.4,87.41934453911038,87.59074187294338
88.3,87.33283795028395,87.29074187294339
84.9,88.50278891123973,88.62777438116987
83.3,83.78009706949844,83.66174122669159
82.3,82.99197829322422,82.71728998903133
82.6,81.89322361647186,81.93580624314458
82.0,82.79460964413694,82.70925812705661
80.2,81.94119092397425,81.78148374588676
80.6,79.59620951481698,79.54445123766025
83.2,80.94661691257039,80.74567750274215
84.6,84.07581156043692,84.14690376782409
87.1,85.07479531346539,85.10987125959757
87.5,87.85503621618248,88.01048439213854
86.9,87.58080184002101,87.64567750274216
87.2,86.6912107287914,86.68148374588677
87.2,87.28616038403881,87.30925812705662
87.4,87.12255803154578,87.2
85.8,87.09445299817422,87.47283875137109
83.1,85.47522355276959,85.21728998903133
83.9,82.29541596051182,82.11667685649037
84.2,84.20577129530501,84.19135500548434
83.7,84.29020912271032,84.30925812705662
84.9,83.55705917897207,83.5179031215723
86.9,85.36124156649166,85.3370325082265
86.4,87.27473449062722,87.62838751371083
90.2,86.2747069928053,86.2179031215723
89.3,91.49268537006279,91.58393627605058
88.9,89.10845561808905,88.97222561883012
86.4,88.76754293523116,88.75432249725785
83.3,85.65461607392484,85.48951560786146
82.0,82.46030247221066,82.17099935374821
85.0,81.83002321445777,81.52654811608797
86.7,86.66497058021915,86.09258127056624
91.5,87.07478905263602,87.31912938665421
93.7,92.74963414834335,93.24813003290599
93.8,94.10041207544405,94.50122626508191
93.1,93.61280266760306,93.83641937568554
92.8,92.53958414581993,92.8450643702012
93.1,92.44428811834577,92.69074187294338
92.3,92.88870626386458,93.20925812705661
91.6,91.8876796329234,92.00864499451566
92.9,91.41241065623515,91.3450643702012
93.2,93.51133331728626,93.37345188391205
92.8,93.21144212778181,93.30925812705662
96.1,92.72089954346797,92.65432249725782
96.9,96.87334577488156,97.30183939762287
96.3,96.75518088524916,97.19135500548434
97.6,95.8376898927122,96.08148374588674
98.7,97.74358311380476,98.07345188391203
98.5,98.70655567261377,99.10061313254097
97.8,98.17315784494077,98.42716124862892
97.6,97.33753470977449,97.5450643702012
97.0,97.28060181633634,97.52716124862891
97.0,96.55312127536206,96.78148374588675
98.2,96.72761485143664,97.0
98.5,98.31039093698949,98.6370325082265
99.1,98.28456785050467,98.60925812705662
99.4,98.95573911841582,99.31851625411325
99.5,99.1927833747905,99.40050005878041
99.6,99.22027109826683,99.50803695190969
98.8,99.27931478034338,99.61042529140792
92.2,98.23688547318694,98.36108674550358
91.4,90.05677709435577,89.93888558016407
94.2,91.02683302837404,91.90160668080027
97.6,94.87812645319802,94.2691972467087
98.7,98.37751224969487,99.06675579698297
99.2,98.7308963269462,98.84326241611761
99.1,98.98933270598327,99.79530464474868
98.2,98.7346426125242,98.7725536322965
97.9,97.66666977618216,98.0326229261605
98.0,97.51197320901919,97.75997056612312
97.4,97.75230674818859,98.01250321581391
98.0,96.95012382904345,97.14601546612793
98.4,97.8768102444818,98.37137876982531
97.6,98.22215709237048,98.31431737443657
97.1,97.03871902418861,97.43743722601481
96.2,96.68866064442469,96.97552879410769
96.3,95.69472294481577,95.80642566772
96.0,96.11822580415694,96.45079474950246
95.2,95.68514154279927,95.71026241656334
93.4,94.71184518986986,95.0645725577529
93.1,92.6936383376097,92.69816745042827
93.9,92.82736619438047,93.20676011521523
93.9,93.93986428546066,93.93650423191535
94.2,93.6981708670882,93.93556320211984
93.1,94.0805490538656,94.39119955401074
91.8,92.60322248876115,92.58580939949184
92.5,91.26218345830473,91.54913913865485
92.4,92.57504788328987,92.69846740218476
91.2,92.19429599815307,92.16093987807766
88.5,90.68739673789503,90.9462441764019
86.5,87.60652048768533,87.51171060462454
84.7,85.87298060484147,85.99181539882268
82.4,84.16015305330001,83.86333366008776
78.8,81.77972798297893,81.68860509294886
73.9,77.9184702960029,77.49363497573202
70.0,72.74212199351867,72.31744224993166
68.7,69.3082563189212,68.73772111254983
67.4,68.60049170019997,68.21007923547067
66.9,67.5020320437285,66.7675719327277
68.0,67.25056227000942,66.96032169743424
67.6,68.88770132745002,68.28770935671874
66.6,67.95688987721678,67.33618121978215
64.4,66.7489266014412,66.45198863592202
66.8,64.38539519163014,63.533393188878826
67.3,68.2027610476012,67.98577815773093
69.6,68.01228083081112,66.73459204706427
69.4,70.8838753478085,71.16019915225365
67.3,69.79303037600117,68.58521872355401
65.6,67.1478086148064,67.20278246340013
63.8,65.68039126627012,64.74240917858602
60.1,63.8667584957651,63.255190935944974
60.4,59.70164653539967,58.672020385877836
61.5,61.1410542635998,60.977053016285325
61.8,62.399915616482154,61.255329440527106
64.5,62.65744357515091,62.256723856044694
73.8,65.93720130453157,65.4856184381265
78.4,76.98535827040558,77.09271506064611
76.6,80.11679796433073,79.11887894325773
76.2,76.40606029506502,76.74721011081223
86.9,76.3193342158092,76.25233336147355
94.3,90.40137440734551,90.71977377566832
95.2,96.25909245161068,95.50813664796807
95.5,95.23956025694909,96.5021639904288
95.5,95.23176935522031,95.60495850626793
94.9,95.14011428277473,95.42395079036862
93.0,94.47257104334861,94.55080888722556
92.4,92.41726044867548,92.387881513569
89.8,92.066762884658,92.33398380983274
90.6,89.15543595766991,88.61258532275401
91.1,90.79526613175034,91.39826322629143
92.8,91.12275854702696,90.62797050050601
94.6,93.13470754378994,93.92458984125928
97.0,94.95783269496478,94.81213775142491
97.6,97.49846406738467,98.13947737171426
96.9,97.46186547923315,97.45792022394114
97.5,96.39672835023441,96.99209054443635
97.8,97.47513580234485,97.62991200149483
97.8,97.57886618292899,97.7844267392359
96.9,97.48119223767084,97.86869655917961
93.9,96.53041314854157,96.53169798537618
95.3,92.78687977803457,92.90208458344362
97.6,95.47761573555204,96.13400004744585
98.1,98.11033059007728,97.78595488473486
98.4,97.99979504571066,98.5362253219843
98.4,98.16816934433375,98.54457315000225
98.8,98.06695479039743,98.39063194640933
99.0,98.61307403353992,98.94223565622028
99.2,98.7171694452094,98.99960289642864
99.4,98.9504806728788,99.33398761735657
99.5,99.19966104910715,99.43197787066252
99.6,99.1978625651044,99.55359653033403
99.7,99.3284734474424,99.62229140515592
99.8,99.40599682068508,99.76058333106086
99.8,99.49598688423502,99.71415972272689
99.9,99.46906685341395,99.85383285034061
99.9,99.55139334679741,99.8377185253268
100.0,99.22468517823401,99.23724550910858
100.0,99.74572635244088,100.21583447712763
100.0,99.8123852628605,100.21368634632151
100.0,99.78835499258928,100.38344984362097
100.0,99.66059357174152,99.94074246652484
100.0,99.66840051076593,100.05043069118126
100.0,99.6493146509029,99.91691660176822
100.0,99.61495347786138,99.94551893864508
100.0,99.65584615168098,99.98160508576545
100.0,99.6694081204787,100.02850347451563
100.0,99.62466241634598,99.93276816372332
100.0,99.69932522476138,100.09226919703671
100.0,99.67128046227431,100.00207008876025
100.0,99.6102935460129,99.92468056878437
100.0,99.64668495033807,99.96363719711702
100.0,99.61740190511573,99.91781375435369
100.0,99.67565141006196,100.05228928441068
100.0,99.63712665367147,99.95219339645627
100.0,99.61758928866382,99.94561050828976
100.0,99.57356934292439,99.8229842987071
99.0,99.66505965226747,100.04269983546916
95.9,98.41985234480028,98.68712026227588
96.6,94.69830339331958,94.85693962760409
95.7,96.57784160373296,97.19105947097496
92.2,95.13082446769282,94.60869216293361
90.9,90.9349005227522,91.3842834440793
89.8,90.45603040880306,90.60706897398516
87.9,89.3722004180243,89.1529548903861
91.9,87.2338690440368,87.2304520532394
92.1,92.87791953232352,93.32213066979298
89.3,91.96036519821776,91.19790993458666
87.3,88.30934702427203,89.02622168889079
85.7,86.57858388971681,86.2411391694589
84.0,85.0801716817471,84.86775454715095
81.4,83.34019537292173,82.9155561082894
77.8,80.60165690346878,80.33611728610687
78.2,76.90512465545207,76.57838647580505
76.1,78.49398419254688,78.50769301173615
73.6,75.71328837275512,74.75325929533146
73.5,73.22994293285652,73.51617483564277
74.2,73.7629300989497,73.1338548929924
73.2,74.68650637789824,74.3489751232864
75.8,73.13753025773326,72.51012359187013
81.1,77.02876810414631,77.48319441771942
78.3,82.8394458003959,82.36143958374515
81.7,77.75474070559225,77.38642586490495
82.8,82.80738538568379,83.88174031393498
79.3,83.11584499548154,81.56128396378118
78.2,78.34518694895637,78.84623490035251
78.5,77.99606422386059,77.63445035488863
80.2,78.618417639204,78.1406251412501
84.8,80.94099446206843,80.93103731380715
84.6,86.2907920604236,86.51008161521669
82.6,84.56766603178527,84.13598445973597
79.4,82.19791461722748,82.83966482079192
77.3,79.03590948547176,78.8081121904425
76.8,76.98811933232265,77.02793625486484
77.7,76.73159367813675,76.06635743744086
74.9,78.21440421734097,78.08549293999853
76.9,74.92582371930067,74.75273565582178
75.2,77.99326246864234,78.76826664516521
72.7,74.93648954009086,73.45859218965944
74.3,72.32831897402895,72.76760277467974
75.7,75.14735759132722,74.41236505642173
79.0,76.42074989080233,76.01539616187574
81.5,80.15044814143221,80.14963041226427
82.5,82.41387418122926,82.10483085609724
85.8,82.8052500492105,82.77220777383678
88.7,86.92131720888548,87.23600345696802
86.4,89.55883222201976,89.34271216012634
86.1,85.79368732459795,85.8412266993092
86.6,86.10616219624085,86.62001621992941
86.2,86.86956510030252,86.44132948154729
87.0,86.10005170204003,86.2057316343082
88.6,87.212399463516,87.23274040190036
89.2,89.10391035277719,89.15121629950376
88.2,89.33837474918975,89.34549687885284
87.1,87.86747989963794,87.94347851490083
86.9,86.7238161865134,86.6967677053248
86.2,86.69715570777744,86.51307123515016
87.2,86.13611926658751,86.10972456121453
86.4,87.61146612596954,87.895797127174
84.6,86.16554522480007,85.82082691568269
82.6,84.12842189124977,84.32367104010035
80.7,82.11214741248367,81.74126350176618
79.7,80.32115763216417,80.19005589662451
87.5,79.60688447052434,79.3064739947019
91.6,89.90914288851255,90.55187933679112
90.9,92.75724798634195,91.87751815777723
92.2,90.59079881406953,91.64209583883171
92.8,92.47657732741101,92.57934224003756
93.5,92.84320345702017,92.75670470764618
96.2,93.5561927578183,93.87203867486107
97.3,96.7937816871807,97.12287109771573
97.7,97.37820243761455,97.45739221817726
98.2,97.54750016798053,98.11024481988304
98.3,98.0874391394343,98.2670700001227
98.2,98.03385777874212,98.34499737661957
97.8,97.87145875602573,98.15587389217053
97.6,97.39124557384123,97.66834694991653
97.9,97.26503615137783,97.55731132713113
98.2,97.71038811559971,97.98454493953984
98.1,98.00326639522594,98.27054016104321
97.7,97.78468418056883,98.07874570143707
98.0,97.30101401051894,97.58470787996369
98.3,97.80762179761663,98.14105498038975
98.1,98.10186640114439,98.3055354857541
97.3,97.74941045949478,98.0757033946065
96.4,96.78791830393558,97.02384374177262
96.0,95.88479856297948,96.13844294952007
95.4,95.64761713101305,95.84667613398993
94.8,95.00389010876462,95.14339725725155
94.1,94.41706445659219,94.65276278928103
94.2,93.70732333013781,93.82864350747944
93.9,94.05190003827246,94.30217882228814
93.8,93.63925746008465,93.66522142335432
92.3,93.54541320203506,93.80110671663233
89.5,91.5564041606122,91.3353060644788
94.1,88.6676407296433,88.89783575990789
96.9,95.2726582951746,95.82945082788805
96.4,97.33332697898881,96.64079854097139
93.4,95.98531380899958,96.86974251548624
92.1,92.26409181826392,92.09074364950341
93.1,91.47917665603677,91.90435821548138
93.5,93.48686716244757,93.51110041828001
93.5,93.40144734567052,93.50617590591217
93.2,93.17808719324424,93.36494453287388
92.8,92.88179446943192,92.92318744881722
93.8,92.46882681515295,92.58390983193026
94.9,93.86190195519445,94.06906339832615
95.9,94.91704961316958,94.91724401152536
97.1,95.81327111082445,96.05707426035568
98.6,97.26041170757088,97.64933269609945
98.0,98.61564238389434,98.86933670663186
96.6,97.40046096733761,97.53243583072653
96.5,95.91909653521067,96.36751923269786
93.2,96.23085694187559,96.51577232167557
90.6,91.93295293988508,91.68333806162983
91.0,89.83987298359307,90.50742587239105
89.4,91.22746942108928,91.30874559322068
85.7,88.59675191199037,88.21273822188705
83.4,84.8025065311342,85.17451038015962
83.9,82.78536502575,82.59444589496536
81.7,83.93088224482362,83.70882773077194
80.2,81.15492387080154,80.5512769305888
80.6,79.94564597001931,80.29445181206992
81.2,80.97701886123077,80.62691339437224
80.6,81.74357234385363,81.85715260032751
80.5,80.49496161224116,80.12878000403931
79.7,80.53683707649637,80.52286420305057
79.0,79.49886176888299,78.86774979486522
77.7,78.90518073143937,78.88794852701925
78.8,77.53817462431722,77.07396771994688
77.9,79.40866463660221,79.59256236128937
78.7,77.68940680396844,76.76969641323099
80.5,79.27258869420076,79.91081411973168
79.5,81.0777175961777,80.29731939664298
79.7,79.2726193464181,79.18519207736233
80.6,80.06064238329758,80.1568290771393
80.4,81.07613598755849,80.80533114234139
80.5,80.6508807649994,80.65831502776946
81.5,80.77503307395669,80.76788811883736
83.4,81.95766226598033,81.8350499703734
86.0,84.23802893092395,84.32525623071751
87.3,86.91821495955816,87.03877850313646
90.9,87.51988500549412,87.35485650705928
93.3,91.91470557896763,92.46535478317567
93.9,93.8902132827391,93.67588174438988
94.3,93.8579285571606,94.42058145952008
94.2,94.26908837897454,94.44985314906705
95.5,94.0438616720025,94.30449372739564
95.8,95.67076307914992,96.01175028936406
95.9,95.58908155523277,95.5662281765199
96.0,95.6445558688004,96.07822011499444
96.3,95.7920909865514,95.9163157498785
96.4,96.10966157355968,96.4207100277358
96.5,96.22850801385432,96.48325321689568
96.4,96.20463869757012,96.47449661884123
96.8,96.02693525331948,96.17777564302806
96.9,96.57196697935107,96.8320478063497
96.6,96.58310224932859,96.70887055249548
96.4,96.21023398652547,96.53648631156146
96.1,96.49980465510879,97.18275929533402
96.5,95.846906438826,96.10155421869946
96.0,96.26259579032877,96.57218269122602
96.5,95.6837088617607,95.76429715746309
97.2,96.4094922975018,96.90812882597577
97.4,97.16981724762415,97.30134138730985
97.4,97.31628971311031,97.82142356376792
97.5,97.14090607052604,97.39232771160549
97.4,97.25915458378987,97.60164821933377
97.4,97.1179140713177,97.31624353707018
97.7,97.12526952995869,97.45969857024001
98.1,97.50700325152256,97.75393659466447
98.2,97.91428205217588,98.2005408241056
98.1,97.93414665684894,98.20801945977604
98.1,97.79799166649863,98.13727808740181
98.3,97.82103316223437,98.11832881106017
98.3,98.05625028912628,98.34527460046995
98.7,97.98502797197551,98.23326612130872
98.9,98.53903035771685,98.93749178865423
99.2,98.66104140416427,98.90638465942283
99.1,98.95736722512115,99.3565454695911
98.9,98.7131247364187,98.90811076878391
99.0,98.49104324159381,98.84435274557364
99.1,98.70746386730366,98.98288165873737
99.3,98.7854320013698,99.07914702712414
99.3,99.01311615987524,99.34202684966648
99.4,98.94552763873739,99.22349771179927
99.6,99.11671283860389,99.50943473323518
98.9,99.30774650818009,99.59577218044207
97.2,98.36635242829674,98.64361064820528
96.7,96.32978206510896,96.50245826079653
97.5,96.16953569248261,96.39950205999985
97.2,97.7467474104068,98.2128535699292
96.7,96.91368508133034,97.12057309403151
97.3,96.22933680352529,96.64503828184488
95.5,97.06368900957708,97.10164165342637
93.7,94.70269395900212,94.67913797300866
92.4,93.04656429675462,93.53273178012105
90.0,91.85012902065188,91.79519042529067
89.6,89.18118892970166,89.51040004737344
88.6,89.40358134758378,89.57247962222485
87.8,88.24049904890978,88.37673693217907
84.8,87.59899970405837,87.66118060983885
82.5,83.98758922177831,84.12807835023685
81.6,81.9625119687486,82.11817501579158
80.1,81.53403726642536,81.47687711470365
78.3,79.89285508637465,79.7757192131801
75.8,77.9452284165344,77.95168866515911
77.4,75.2877359856987,75.29904525382683
78.9,78.17991403148939,77.89317392045994
78.4,79.41612551954779,79.13473593473766
81.1,78.40447543672059,78.23177420765278
78.2,82.14898010698731,81.76676857468686
78.9,77.44482180545357,77.36701743125806
77.7,79.17701722764916,79.25682892359205
75.2,77.50429261041506,77.3327253621086
76.8,74.8059861485323,74.7034788395948
75.8,77.4464693160596,77.28884649138747
73.7,75.74122819509566,75.44914606957815
71.3,73.4452918215798,73.28789359746577
69.4,70.99508284034752,70.83273303227668
68.3,69.22776351193963,69.06358164025455
68.1,68.46501259607608,68.12121273098175
66.5,68.50264030723228,68.09293434858844
64.9,66.53310345996191,66.12546869067883
